call_id,tool_name,display_name,family,purpose,permission_class,house_placement,exposure_tier,version,endpoint_protocol,billing_class,trust_tier,latency_ms,cost_weight,success_contract,failure_contract,sdk_dependencies,laws_enforced,status
TOOL-166,ON-RECOVERY-HOOK,On-Recovery Hook,Hook,Trigger automated steps when system recovers from failure including state verification and notification,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-recovery-hook,free,medium,150,1,Returns recovery confirmation with state verification results and notification delivery status,Returns error if state verification fails after recovery or notification delivery fails,@medina/organism-runtime-sdk,AL-014 / AL-037,active
TOOL-167,ON-THRESHOLD-HOOK,On-Threshold Hook,Hook,Trigger automated actions when monitored metrics cross defined threshold boundaries,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-threshold-hook,free,medium,100,1,Returns threshold event details with metric value and triggered action confirmation,Returns error if metric source is unavailable or threshold configuration is invalid,@medina/organism-runtime-sdk,AL-014 / AL-019,active
TOOL-168,ON-ANOMALY-HOOK,On-Anomaly Hook,Hook,Trigger automated investigation when anomaly detection systems flag unusual patterns or behaviors,organism.execute,Counsel Ring,INTERNAL,1.0.0,intelligence-wire/on-anomaly-hook,free,high,150,2,Returns anomaly event details with investigation initiation and preliminary classification,Returns error if anomaly detector is unavailable or investigation cannot be initiated,@medina/organism-runtime-sdk,AL-014 / AL-010,active
TOOL-169,ON-HEARTBEAT-HOOK,On-Heartbeat Hook,Hook,Trigger periodic health assessment and status reporting on organism heartbeat cadence,organism.pulse.read,Sovereign Ring,INTERNAL,1.0.0,intelligence-wire/on-heartbeat-hook,free,low,80,0,Returns heartbeat-triggered health assessment with system vital signs,Returns error if heartbeat signal is lost or health assessment times out,@medina/organism-runtime-sdk,AL-019,active
TOOL-170,ON-RESONANCE-HOOK,On-Resonance Hook,Hook,Trigger synchronization actions when phi-resonance coupling events are detected across organism subsystems,organism.sync.write,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-resonance-hook,free,high,100,2,Returns resonance event details with coupling parameters and synchronization adjustments,Returns error if resonance detection fails or coupling parameters are out of bounds,@medina/organism-runtime-sdk,AL-019 / AL-035,active
TOOL-171,ON-MUTATION-HOOK,On-Mutation Hook,Hook,Trigger validation and audit actions when state mutations occur in protected organism registers,organism.state.read,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-mutation-hook,sovereign,critical,80,1,Returns mutation event audit record with before/after state and validation result,Returns error if mutation audit fails or state integrity check is violated,@medina/organism-runtime-sdk,AL-005 / AL-006 / AL-007,active
TOOL-172,ON-INTERSECTION-HOOK,On-Intersection Hook,Hook,Trigger actions when data flow paths intersect enabling cross-stream correlation and enrichment,organism.flow.read,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-intersection-hook,free,medium,120,1,Returns intersection event with correlated data streams and enrichment opportunities,Returns error if stream identification fails or intersection detection is ambiguous,@medina/intelligence-routing-sdk,AL-014 / AL-022,active
TOOL-173,ON-RESIZE-HOOK,On-Resize Hook,Hook,Trigger scaling actions when resource utilization requires capacity adjustment up or down,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-resize-hook,free,medium,150,1,Returns resize event with scaling action taken and new capacity allocation,Returns error if scaling limits are reached or resource provider is unavailable,@medina/organism-runtime-sdk,AL-014,active
TOOL-174,ON-PERFORMANCE-HOOK,On-Performance Hook,Hook,Trigger optimization actions when performance degradation is detected beyond acceptable thresholds,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-performance-hook,free,high,100,1,Returns performance event with degradation details and initiated optimization actions,Returns error if performance baseline is undefined or optimization action fails,@medina/organism-runtime-sdk,AL-014,active
TOOL-175,ON-MESSAGE-HOOK,On-Message Hook,Hook,Trigger processing actions when messages arrive on subscribed organism communication channels,organism.routing.write,Transport Ring,INTERNAL,1.0.0,intelligence-wire/on-message-hook,free,low,60,0,Returns message processing receipt with routing decision and handler execution status,Returns error if message deserialization fails or handler is unavailable,@medina/intelligence-routing-sdk,AL-014 / AL-027,active
TOOL-176,ON-STATE-CHANGE-HOOK,On-State-Change Hook,Hook,Trigger reactive actions when organism lifecycle state transitions occur between phases,organism.lifecycle.read,Sovereign Ring,INTERNAL,1.0.0,intelligence-wire/on-state-change-hook,free,medium,80,1,Returns state transition event with previous and new states and triggered actions,Returns error if state transition is invalid or triggered action fails,@medina/organism-runtime-sdk,AL-019 / AL-005,active
TOOL-177,ON-PERMISSION-CHANGE-HOOK,On-Permission-Change Hook,Hook,Trigger security review actions when permission grants or revocations occur in the organism,organism.security.read,Counsel Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-permission-change-hook,free,critical,100,1,Returns permission change audit record with affected principals and security review status,Returns error if permission audit logging fails or review initiation is blocked,@medina/organism-runtime-sdk,AL-010 / AL-011,active
TOOL-178,ON-TIER-PROMOTION-HOOK,On-Tier-Promotion Hook,Hook,Trigger validation and compliance checks when tools or services are promoted to higher exposure tiers,organism.governance.read,Counsel Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-tier-promotion-hook,sovereign,critical,200,2,Returns tier promotion audit with compliance check results and gate verdicts,Returns error if promotion requirements are unmet or compliance verification fails,@medina/organism-runtime-sdk / @medina/enterprise-integration-sdk,AL-021 / AL-040,active
TOOL-179,ON-SETTLEMENT-HOOK,On-Settlement Hook,Hook,Trigger financial reconciliation and reward distribution when blockchain settlements are finalized,organism.sovereign,Proof Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-settlement-hook,sovereign,critical,300,3,Returns settlement event with reconciliation status and reward distribution initiation,Returns error if settlement data is incomplete or reconciliation discrepancy detected,@medina/enterprise-integration-sdk / @medina/organism-runtime-sdk,AL-052 / AL-058,active
TOOL-180,ON-SCHEMA-EVOLUTION-HOOK,On-Schema-Evolution Hook,Hook,Trigger migration and compatibility checks when data schemas evolve with breaking or non-breaking changes,organism.state.read,Memory Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/on-schema-evolution-hook,free,high,200,2,Returns schema evolution event with compatibility assessment and migration plan reference,Returns error if schema diff analysis fails or backward compatibility is broken,@medina/sovereign-memory-sdk / @medina/organism-runtime-sdk,AL-005 / AL-020,active
TOOL-181,SCHEDULE-TRIGGER,Schedule Trigger,Trigger,Execute registered actions on cron-based schedules with timezone awareness and overlap prevention,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/schedule-trigger,free,medium,50,0,Returns scheduled execution receipt with next run time and execution status,Returns error if cron expression is invalid or scheduled action fails to initialize,@medina/organism-runtime-sdk,AL-019,active
TOOL-182,THRESHOLD-TRIGGER,Threshold Trigger,Trigger,Auto-execute actions when monitored metrics breach upper or lower threshold boundaries,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/threshold-trigger,free,medium,80,1,Returns trigger activation record with metric value and executed action status,Returns error if metric source is unreachable or action execution fails,@medina/organism-runtime-sdk,AL-014 / AL-019,active
TOOL-183,PATTERN-TRIGGER,Pattern Trigger,Trigger,Auto-execute actions when specific data patterns are detected in monitored streams,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/pattern-trigger,metered,medium,150,2,Returns trigger activation with matched pattern details and executed action status,Returns error if pattern matching fails or stream is disconnected,@medina/organism-runtime-sdk / @medina/intelligence-routing-sdk,AL-014 / AL-022,active
TOOL-184,ANOMALY-TRIGGER,Anomaly Trigger,Trigger,Auto-execute investigation actions when statistical anomalies are detected beyond normal variance,organism.execute,Counsel Ring,INTERNAL,1.0.0,intelligence-wire/anomaly-trigger,metered,high,200,2,Returns trigger activation with anomaly classification and investigation action status,Returns error if anomaly model is unavailable or baseline data is insufficient,@medina/organism-runtime-sdk,AL-014 / AL-010,active
TOOL-185,HEARTBEAT-TRIGGER,Heartbeat Trigger,Trigger,Auto-execute health check actions synchronized to organism heartbeat cadence intervals,organism.pulse.read,Sovereign Ring,INTERNAL,1.0.0,intelligence-wire/heartbeat-trigger,free,low,60,0,Returns heartbeat-synchronized execution receipt with health check results,Returns error if heartbeat synchronization is lost or health check action fails,@medina/organism-runtime-sdk,AL-019,active
TOOL-186,RESONANCE-TRIGGER,Resonance Trigger,Trigger,Auto-execute synchronization actions when phi-resonance coupling reaches critical thresholds,organism.sync.write,Sovereign Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/resonance-trigger,free,high,100,2,Returns resonance-triggered action receipt with coupling parameters and sync adjustments,Returns error if resonance measurement fails or sync action is rejected,@medina/organism-runtime-sdk,AL-019 / AL-035,active
TOOL-187,COST-TRIGGER,Cost Trigger,Trigger,Auto-execute budget management actions when spending rates exceed projected thresholds,organism.execute,Interface Ring,INTERNAL_SOVEREIGN,1.0.0,intelligence-wire/cost-trigger,free,medium,100,1,Returns cost trigger activation with spending rate and initiated management action,Returns error if billing data is unavailable or budget threshold is undefined,@medina/organism-runtime-sdk / @medina/enterprise-integration-sdk,AL-052 / AL-053,active
TOOL-188,LATENCY-TRIGGER,Latency Trigger,Trigger,Auto-execute optimization actions when request latency exceeds acceptable percentile thresholds,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/latency-trigger,free,medium,80,1,Returns latency trigger activation with percentile breach details and optimization action status,Returns error if latency measurement is unavailable or optimization action fails,@medina/organism-runtime-sdk,AL-014,active
TOOL-189,ERROR-RATE-TRIGGER,Error Rate Trigger,Trigger,Auto-execute incident response actions when error rates exceed defined thresholds in sliding windows,organism.execute,Counsel Ring,INTERNAL,1.0.0,intelligence-wire/error-rate-trigger,free,high,100,1,Returns error rate trigger activation with rate details and incident response initiation,Returns error if error rate calculation fails or incident response path is undefined,@medina/organism-runtime-sdk,AL-014 / AL-037,active
TOOL-190,CAPACITY-TRIGGER,Capacity Trigger,Trigger,Auto-execute scaling actions when resource capacity utilization reaches critical levels,organism.execute,Transport Ring,INTERNAL,1.0.0,intelligence-wire/capacity-trigger,free,medium,100,1,Returns capacity trigger activation with utilization metrics and scaling action status,Returns error if capacity metrics are unavailable or scaling limits reached,@medina/organism-runtime-sdk,AL-014,active
